episode,time,node,sf
1,26100,pop3,b
1,26100,pop3,a
1,26100,pop4,a
1,26100,pop4,c
1,26100,pop4,b
1,26100,pop5,c
1,26100,pop5,b
1,26100,pop8,c
1,26100,pop9,a
1,26100,pop10,b
1,26100,pop10,c
1,26200,pop1,c
1,26200,pop1,a
1,26200,pop3,b
1,26200,pop3,a
1,26200,pop4,c
1,26200,pop4,b
1,26200,pop4,a
1,26200,pop5,c
1,26200,pop5,b
1,26200,pop8,c
1,26200,pop9,a
1,26200,pop10,c
1,26200,pop10,b
1,26300,pop1,c
1,26300,pop1,a
1,26300,pop3,a
1,26300,pop3,b
1,26300,pop4,c
1,26300,pop4,b
1,26300,pop4,a
1,26300,pop5,b
1,26300,pop5,c
1,26300,pop8,c
1,26300,pop9,a
1,26300,pop10,b
1,26300,pop10,c
1,26400,pop1,c
1,26400,pop1,a
1,26400,pop3,a
1,26400,pop3,b
1,26400,pop4,c
1,26400,pop4,b
1,26400,pop4,a
1,26400,pop5,c
1,26400,pop5,b
1,26400,pop8,c
1,26400,pop9,a
1,26400,pop10,b
1,26400,pop10,c
1,26500,pop1,c
1,26500,pop1,a
1,26500,pop3,a
1,26500,pop3,b
1,26500,pop4,c
1,26500,pop4,b
1,26500,pop4,a
1,26500,pop5,b
1,26500,pop5,c
1,26500,pop8,c
1,26500,pop9,a
1,26500,pop10,c
1,26500,pop10,b
1,26600,pop1,c
1,26600,pop1,a
1,26600,pop3,a
1,26600,pop3,b
1,26600,pop4,a
1,26600,pop4,c
1,26600,pop4,b
1,26600,pop5,b
1,26600,pop5,c
1,26600,pop8,c
1,26600,pop9,a
1,26600,pop10,b
1,26600,pop10,c
1,26700,pop1,c
1,26700,pop1,a
1,26700,pop3,a
1,26700,pop3,b
1,26700,pop4,c
1,26700,pop4,b
1,26700,pop4,a
1,26700,pop5,b
1,26700,pop5,c
1,26700,pop8,c
1,26700,pop9,a
1,26700,pop10,b
1,26700,pop10,c
1,26800,pop1,c
1,26800,pop1,a
1,26800,pop3,a
1,26800,pop3,b
1,26800,pop4,a
1,26800,pop4,c
1,26800,pop4,b
1,26800,pop5,b
1,26800,pop5,c
1,26800,pop8,c
1,26800,pop9,a
1,26800,pop10,b
1,26800,pop10,c
1,26900,pop1,c
1,26900,pop1,a
1,26900,pop3,a
1,26900,pop3,b
1,26900,pop4,c
1,26900,pop4,b
1,26900,pop4,a
1,26900,pop5,b
1,26900,pop5,c
1,26900,pop8,c
1,26900,pop9,a
1,26900,pop10,b
1,26900,pop10,c
1,27000,pop1,a
1,27000,pop1,c
1,27000,pop3,a
1,27000,pop3,b
1,27000,pop4,a
1,27000,pop4,c
1,27000,pop4,b
1,27000,pop5,b
1,27000,pop5,c
1,27000,pop8,c
1,27000,pop9,a
1,27000,pop10,b
1,27000,pop10,c
1,27100,pop1,a
1,27100,pop1,c
1,27100,pop3,a
1,27100,pop3,b
1,27100,pop4,b
1,27100,pop4,c
1,27100,pop4,a
1,27100,pop5,c
1,27100,pop5,b
1,27100,pop8,c
1,27100,pop9,a
1,27100,pop10,b
1,27100,pop10,c
1,27200,pop1,c
1,27200,pop1,a
1,27200,pop3,a
1,27200,pop3,b
1,27200,pop4,a
1,27200,pop4,c
1,27200,pop4,b
1,27200,pop5,c
1,27200,pop5,b
1,27200,pop8,c
1,27200,pop9,a
1,27200,pop10,b
1,27200,pop10,c
1,27300,pop1,c
1,27300,pop1,a
1,27300,pop3,a
1,27300,pop3,b
1,27300,pop4,c
1,27300,pop4,b
1,27300,pop4,a
1,27300,pop5,c
1,27300,pop5,b
1,27300,pop8,c
1,27300,pop9,a
1,27300,pop10,b
1,27300,pop10,c
1,27400,pop1,a
1,27400,pop1,c
1,27400,pop3,a
1,27400,pop3,b
1,27400,pop4,c
1,27400,pop4,b
1,27400,pop4,a
1,27400,pop5,c
1,27400,pop5,b
1,27400,pop8,c
1,27400,pop9,a
1,27400,pop10,c
1,27400,pop10,b
1,27500,pop1,a
1,27500,pop1,c
1,27500,pop3,a
1,27500,pop3,b
1,27500,pop4,c
1,27500,pop4,b
1,27500,pop4,a
1,27500,pop5,b
1,27500,pop5,c
1,27500,pop8,c
1,27500,pop9,a
1,27500,pop10,c
1,27500,pop10,b
1,27600,pop1,c
1,27600,pop1,a
1,27600,pop3,a
1,27600,pop3,b
1,27600,pop4,c
1,27600,pop4,b
1,27600,pop4,a
1,27600,pop5,c
1,27600,pop5,b
1,27600,pop8,c
1,27600,pop9,a
1,27600,pop10,c
1,27600,pop10,b
1,27700,pop1,c
1,27700,pop1,a
1,27700,pop3,a
1,27700,pop3,b
1,27700,pop4,c
1,27700,pop4,b
1,27700,pop4,a
1,27700,pop5,c
1,27700,pop5,b
1,27700,pop8,c
1,27700,pop9,a
1,27700,pop10,c
1,27700,pop10,b
1,27800,pop1,c
1,27800,pop1,a
1,27800,pop3,a
1,27800,pop3,b
1,27800,pop4,c
1,27800,pop4,b
1,27800,pop4,a
1,27800,pop5,c
1,27800,pop5,b
1,27800,pop8,c
1,27800,pop9,a
1,27800,pop10,c
1,27800,pop10,b
1,27900,pop1,a
1,27900,pop1,c
1,27900,pop3,a
1,27900,pop3,b
1,27900,pop4,c
1,27900,pop4,b
1,27900,pop4,a
1,27900,pop5,b
1,27900,pop5,c
1,27900,pop8,c
1,27900,pop9,a
1,27900,pop10,c
1,27900,pop10,b
1,28000,pop1,a
1,28000,pop1,c
1,28000,pop3,a
1,28000,pop3,b
1,28000,pop4,c
1,28000,pop4,b
1,28000,pop4,a
1,28000,pop5,b
1,28000,pop5,c
1,28000,pop8,c
1,28000,pop9,a
1,28000,pop10,c
1,28000,pop10,b
1,28100,pop1,a
1,28100,pop1,c
1,28100,pop3,a
1,28100,pop3,b
1,28100,pop4,b
1,28100,pop4,a
1,28100,pop4,c
1,28100,pop5,b
1,28100,pop5,c
1,28100,pop8,c
1,28100,pop9,a
1,28100,pop10,b
1,28100,pop10,c
1,28200,pop1,a
1,28200,pop1,c
1,28200,pop3,a
1,28200,pop3,b
1,28200,pop4,b
1,28200,pop4,c
1,28200,pop4,a
1,28200,pop5,b
1,28200,pop5,c
1,28200,pop8,c
1,28200,pop9,a
1,28200,pop10,b
1,28200,pop10,c
1,28300,pop1,a
1,28300,pop1,c
1,28300,pop3,a
1,28300,pop3,b
1,28300,pop4,c
1,28300,pop4,a
1,28300,pop4,b
1,28300,pop5,c
1,28300,pop5,b
1,28300,pop8,c
1,28300,pop9,a
1,28300,pop10,c
1,28300,pop10,b
1,28400,pop1,a
1,28400,pop1,c
1,28400,pop3,a
1,28400,pop3,b
1,28400,pop4,b
1,28400,pop4,c
1,28400,pop4,a
1,28400,pop5,b
1,28400,pop5,c
1,28400,pop8,c
1,28400,pop9,a
1,28400,pop10,b
1,28400,pop10,c
1,28500,pop1,a
1,28500,pop1,c
1,28500,pop3,a
1,28500,pop3,b
1,28500,pop4,b
1,28500,pop4,c
1,28500,pop4,a
1,28500,pop5,c
1,28500,pop5,b
1,28500,pop8,c
1,28500,pop9,a
1,28500,pop10,c
1,28500,pop10,b
1,28600,pop1,a
1,28600,pop1,c
1,28600,pop3,a
1,28600,pop3,b
1,28600,pop4,c
1,28600,pop4,b
1,28600,pop4,a
1,28600,pop5,c
1,28600,pop5,b
1,28600,pop8,c
1,28600,pop9,a
1,28600,pop10,c
1,28600,pop10,b
1,28700,pop1,c
1,28700,pop1,a
1,28700,pop3,a
1,28700,pop3,b
1,28700,pop4,c
1,28700,pop4,b
1,28700,pop4,a
1,28700,pop5,c
1,28700,pop5,b
1,28700,pop8,c
1,28700,pop9,a
1,28700,pop10,c
1,28700,pop10,b
1,28800,pop1,c
1,28800,pop1,a
1,28800,pop3,a
1,28800,pop3,b
1,28800,pop4,c
1,28800,pop4,a
1,28800,pop4,b
1,28800,pop5,c
1,28800,pop5,b
1,28800,pop8,c
1,28800,pop9,a
1,28800,pop10,b
1,28800,pop10,c
1,28900,pop1,c
1,28900,pop1,a
1,28900,pop3,a
1,28900,pop3,b
1,28900,pop4,c
1,28900,pop4,a
1,28900,pop4,b
1,28900,pop5,c
1,28900,pop5,b
1,28900,pop8,c
1,28900,pop9,a
1,28900,pop10,b
1,28900,pop10,c
1,29000,pop1,a
1,29000,pop1,c
1,29000,pop3,b
1,29000,pop3,a
1,29000,pop4,c
1,29000,pop4,a
1,29000,pop4,b
1,29000,pop5,c
1,29000,pop5,b
1,29000,pop8,c
1,29000,pop9,a
1,29000,pop10,b
1,29000,pop10,c
1,29100,pop1,a
1,29100,pop1,c
1,29100,pop3,b
1,29100,pop3,a
1,29100,pop4,b
1,29100,pop4,c
1,29100,pop4,a
1,29100,pop5,c
1,29100,pop5,b
1,29100,pop8,c
1,29100,pop9,a
1,29100,pop10,b
1,29100,pop10,c
1,29200,pop1,a
1,29200,pop1,c
1,29200,pop3,a
1,29200,pop3,b
1,29200,pop4,a
1,29200,pop4,c
1,29200,pop4,b
1,29200,pop5,c
1,29200,pop5,b
1,29200,pop8,c
1,29200,pop9,a
1,29200,pop10,b
1,29200,pop10,c
1,29300,pop1,a
1,29300,pop1,c
1,29300,pop3,a
1,29300,pop3,b
1,29300,pop4,a
1,29300,pop4,b
1,29300,pop4,c
1,29300,pop5,c
1,29300,pop5,b
1,29300,pop8,c
1,29300,pop9,a
1,29300,pop10,b
1,29300,pop10,c
1,29400,pop1,a
1,29400,pop1,c
1,29400,pop3,a
1,29400,pop3,b
1,29400,pop4,a
1,29400,pop4,b
1,29400,pop4,c
1,29400,pop5,b
1,29400,pop5,c
1,29400,pop8,c
1,29400,pop9,a
1,29400,pop10,b
1,29400,pop10,c
1,29500,pop1,a
1,29500,pop1,c
1,29500,pop3,a
1,29500,pop3,b
1,29500,pop4,a
1,29500,pop4,c
1,29500,pop4,b
1,29500,pop5,c
1,29500,pop5,b
1,29500,pop8,c
1,29500,pop9,a
1,29500,pop10,b
1,29500,pop10,c
1,29600,pop1,a
1,29600,pop1,c
1,29600,pop3,a
1,29600,pop3,b
1,29600,pop4,b
1,29600,pop4,c
1,29600,pop4,a
1,29600,pop5,b
1,29600,pop5,c
1,29600,pop8,c
1,29600,pop9,a
1,29600,pop10,c
1,29600,pop10,b
1,29700,pop1,a
1,29700,pop1,c
1,29700,pop3,a
1,29700,pop3,b
1,29700,pop4,c
1,29700,pop4,b
1,29700,pop4,a
1,29700,pop5,b
1,29700,pop5,c
1,29700,pop8,c
1,29700,pop9,a
1,29700,pop10,c
1,29700,pop10,b
1,29800,pop1,a
1,29800,pop1,c
1,29800,pop3,a
1,29800,pop3,b
1,29800,pop4,c
1,29800,pop4,a
1,29800,pop4,b
1,29800,pop5,b
1,29800,pop5,c
1,29800,pop8,c
1,29800,pop9,a
1,29800,pop10,b
1,29800,pop10,c
1,29900,pop1,a
1,29900,pop1,c
1,29900,pop3,b
1,29900,pop3,a
1,29900,pop4,a
1,29900,pop4,b
1,29900,pop4,c
1,29900,pop5,b
1,29900,pop5,c
1,29900,pop8,c
1,29900,pop9,a
1,29900,pop10,b
1,29900,pop10,c
1,30000,pop1,a
1,30000,pop1,c
1,30000,pop3,a
1,30000,pop3,b
1,30000,pop4,b
1,30000,pop4,c
1,30000,pop4,a
1,30000,pop5,c
1,30000,pop5,b
1,30000,pop8,c
1,30000,pop9,a
1,30000,pop10,b
1,30000,pop10,c
1,30100,pop1,a
1,30100,pop1,c
1,30100,pop3,a
1,30100,pop3,b
1,30100,pop4,c
1,30100,pop4,b
1,30100,pop4,a
1,30100,pop5,c
1,30100,pop5,b
1,30100,pop8,c
1,30100,pop9,a
1,30100,pop10,b
1,30100,pop10,c
1,30200,pop1,a
1,30200,pop1,c
1,30200,pop3,a
1,30200,pop3,b
1,30200,pop4,a
1,30200,pop4,c
1,30200,pop4,b
1,30200,pop5,b
1,30200,pop5,c
1,30200,pop8,c
1,30200,pop9,a
1,30200,pop10,b
1,30200,pop10,c
1,30300,pop1,c
1,30300,pop1,a
1,30300,pop3,a
1,30300,pop3,b
1,30300,pop4,c
1,30300,pop4,b
1,30300,pop4,a
1,30300,pop5,b
1,30300,pop5,c
1,30300,pop8,c
1,30300,pop9,a
1,30300,pop10,b
1,30300,pop10,c
1,30400,pop1,a
1,30400,pop1,c
1,30400,pop3,b
1,30400,pop3,a
1,30400,pop4,c
1,30400,pop4,a
1,30400,pop4,b
1,30400,pop5,c
1,30400,pop5,b
1,30400,pop8,c
1,30400,pop9,a
1,30400,pop10,b
1,30400,pop10,c
1,30500,pop1,c
1,30500,pop1,a
1,30500,pop3,b
1,30500,pop3,a
1,30500,pop4,c
1,30500,pop4,b
1,30500,pop4,a
1,30500,pop5,b
1,30500,pop5,c
1,30500,pop8,c
1,30500,pop9,a
1,30500,pop10,c
1,30500,pop10,b
1,30600,pop1,c
1,30600,pop1,a
1,30600,pop3,b
1,30600,pop3,a
1,30600,pop4,a
1,30600,pop4,c
1,30600,pop4,b
1,30600,pop5,b
1,30600,pop5,c
1,30600,pop8,c
1,30600,pop9,a
1,30600,pop10,c
1,30600,pop10,b
1,30700,pop1,a
1,30700,pop1,c
1,30700,pop3,a
1,30700,pop3,b
1,30700,pop4,c
1,30700,pop4,b
1,30700,pop4,a
1,30700,pop5,b
1,30700,pop5,c
1,30700,pop8,c
1,30700,pop9,a
1,30700,pop10,c
1,30700,pop10,b
1,30800,pop1,c
1,30800,pop1,a
1,30800,pop3,a
1,30800,pop3,b
1,30800,pop4,b
1,30800,pop4,c
1,30800,pop4,a
1,30800,pop5,c
1,30800,pop5,b
1,30800,pop8,c
1,30800,pop9,a
1,30800,pop10,c
1,30800,pop10,b
1,30900,pop1,c
1,30900,pop1,a
1,30900,pop3,a
1,30900,pop3,b
1,30900,pop4,b
1,30900,pop4,c
1,30900,pop4,a
1,30900,pop5,c
1,30900,pop5,b
1,30900,pop8,c
1,30900,pop9,a
1,30900,pop10,b
1,30900,pop10,c
1,31000,pop1,c
1,31000,pop1,a
1,31000,pop3,a
1,31000,pop3,b
1,31000,pop4,c
1,31000,pop4,a
1,31000,pop4,b
1,31000,pop5,b
1,31000,pop5,c
1,31000,pop8,c
1,31000,pop9,a
1,31000,pop10,c
1,31000,pop10,b
1,31100,pop1,c
1,31100,pop1,a
1,31100,pop3,a
1,31100,pop3,b
1,31100,pop4,c
1,31100,pop4,b
1,31100,pop4,a
1,31100,pop5,b
1,31100,pop5,c
1,31100,pop8,c
1,31100,pop9,a
1,31100,pop10,c
1,31100,pop10,b
1,31200,pop1,c
1,31200,pop1,a
1,31200,pop3,a
1,31200,pop3,b
1,31200,pop4,b
1,31200,pop4,c
1,31200,pop4,a
1,31200,pop5,b
1,31200,pop5,c
1,31200,pop8,c
1,31200,pop9,a
1,31200,pop10,c
1,31200,pop10,b
1,31300,pop1,a
1,31300,pop1,c
1,31300,pop3,a
1,31300,pop3,b
1,31300,pop4,a
1,31300,pop4,c
1,31300,pop4,b
1,31300,pop5,b
1,31300,pop5,c
1,31300,pop8,c
1,31300,pop9,a
1,31300,pop10,b
1,31300,pop10,c
1,31400,pop1,c
1,31400,pop1,a
1,31400,pop3,a
1,31400,pop3,b
1,31400,pop4,b
1,31400,pop4,c
1,31400,pop4,a
1,31400,pop5,b
1,31400,pop5,c
1,31400,pop8,c
1,31400,pop9,a
1,31400,pop10,b
1,31400,pop10,c
1,31500,pop1,a
1,31500,pop1,c
1,31500,pop3,a
1,31500,pop3,b
1,31500,pop4,b
1,31500,pop4,a
1,31500,pop4,c
1,31500,pop5,b
1,31500,pop5,c
1,31500,pop8,c
1,31500,pop9,a
1,31500,pop10,c
1,31500,pop10,b
1,31600,pop1,a
1,31600,pop1,c
1,31600,pop3,a
1,31600,pop3,b
1,31600,pop4,b
1,31600,pop4,a
1,31600,pop4,c
1,31600,pop5,b
1,31600,pop5,c
1,31600,pop8,c
1,31600,pop9,a
1,31600,pop10,b
1,31600,pop10,c
1,31700,pop1,a
1,31700,pop1,c
1,31700,pop3,a
1,31700,pop3,b
1,31700,pop4,c
1,31700,pop4,b
1,31700,pop4,a
1,31700,pop5,b
1,31700,pop5,c
1,31700,pop8,c
1,31700,pop9,a
1,31700,pop10,b
1,31700,pop10,c
1,31800,pop1,a
1,31800,pop1,c
1,31800,pop3,a
1,31800,pop3,b
1,31800,pop4,c
1,31800,pop4,b
1,31800,pop4,a
1,31800,pop5,b
1,31800,pop5,c
1,31800,pop8,c
1,31800,pop9,a
1,31800,pop10,b
1,31800,pop10,c
1,31900,pop1,a
1,31900,pop1,c
1,31900,pop3,a
1,31900,pop3,b
1,31900,pop4,c
1,31900,pop4,b
1,31900,pop4,a
1,31900,pop5,b
1,31900,pop5,c
1,31900,pop8,c
1,31900,pop9,a
1,31900,pop10,b
1,31900,pop10,c
1,32000,pop1,a
1,32000,pop1,c
1,32000,pop3,a
1,32000,pop3,b
1,32000,pop4,a
1,32000,pop4,c
1,32000,pop4,b
1,32000,pop5,b
1,32000,pop5,c
1,32000,pop8,c
1,32000,pop9,a
1,32000,pop10,b
1,32000,pop10,c
1,32100,pop1,a
1,32100,pop1,c
1,32100,pop3,a
1,32100,pop3,b
1,32100,pop4,a
1,32100,pop4,c
1,32100,pop4,b
1,32100,pop5,b
1,32100,pop5,c
1,32100,pop8,c
1,32100,pop9,a
1,32100,pop10,b
1,32100,pop10,c
1,32200,pop1,a
1,32200,pop1,c
1,32200,pop3,a
1,32200,pop3,b
1,32200,pop4,a
1,32200,pop4,b
1,32200,pop4,c
1,32200,pop5,c
1,32200,pop5,b
1,32200,pop8,c
1,32200,pop9,a
1,32200,pop10,b
1,32200,pop10,c
1,32300,pop1,a
1,32300,pop1,c
1,32300,pop3,a
1,32300,pop3,b
1,32300,pop4,a
1,32300,pop4,b
1,32300,pop4,c
1,32300,pop5,b
1,32300,pop5,c
1,32300,pop8,c
1,32300,pop9,a
1,32300,pop10,b
1,32300,pop10,c
1,32400,pop1,c
1,32400,pop1,a
1,32400,pop3,b
1,32400,pop3,a
1,32400,pop4,c
1,32400,pop4,b
1,32400,pop4,a
1,32400,pop5,b
1,32400,pop5,c
1,32400,pop8,c
1,32400,pop9,a
1,32400,pop10,b
1,32400,pop10,c
1,32500,pop1,c
1,32500,pop1,a
1,32500,pop3,a
1,32500,pop3,b
1,32500,pop4,b
1,32500,pop4,c
1,32500,pop4,a
1,32500,pop5,c
1,32500,pop5,b
1,32500,pop8,c
1,32500,pop9,a
1,32500,pop10,c
1,32500,pop10,b
1,32600,pop1,a
1,32600,pop1,c
1,32600,pop3,a
1,32600,pop3,b
1,32600,pop4,b
1,32600,pop4,c
1,32600,pop4,a
1,32600,pop5,c
1,32600,pop5,b
1,32600,pop8,c
1,32600,pop9,a
1,32600,pop10,c
1,32600,pop10,b
1,32700,pop1,c
1,32700,pop1,a
1,32700,pop3,a
1,32700,pop3,b
1,32700,pop4,b
1,32700,pop4,c
1,32700,pop4,a
1,32700,pop5,c
1,32700,pop5,b
1,32700,pop8,c
1,32700,pop9,a
1,32700,pop10,b
1,32700,pop10,c
1,32800,pop1,a
1,32800,pop1,c
1,32800,pop3,b
1,32800,pop3,a
1,32800,pop4,c
1,32800,pop4,b
1,32800,pop4,a
1,32800,pop5,c
1,32800,pop5,b
1,32800,pop8,c
1,32800,pop9,a
1,32800,pop10,b
1,32800,pop10,c
1,32900,pop1,c
1,32900,pop1,a
1,32900,pop3,b
1,32900,pop3,a
1,32900,pop4,a
1,32900,pop4,c
1,32900,pop4,b
1,32900,pop5,c
1,32900,pop5,b
1,32900,pop8,c
1,32900,pop9,a
1,32900,pop10,c
1,32900,pop10,b
1,33000,pop1,a
1,33000,pop1,c
1,33000,pop3,a
1,33000,pop3,b
1,33000,pop4,c
1,33000,pop4,b
1,33000,pop4,a
1,33000,pop5,c
1,33000,pop5,b
1,33000,pop8,c
1,33000,pop9,a
1,33000,pop10,c
1,33000,pop10,b
1,33100,pop1,c
1,33100,pop1,a
1,33100,pop3,b
1,33100,pop3,a
1,33100,pop4,b
1,33100,pop4,c
1,33100,pop4,a
1,33100,pop5,b
1,33100,pop5,c
1,33100,pop8,c
1,33100,pop9,a
1,33100,pop10,c
1,33100,pop10,b
1,33200,pop1,c
1,33200,pop1,a
1,33200,pop3,b
1,33200,pop3,a
1,33200,pop4,c
1,33200,pop4,b
1,33200,pop4,a
1,33200,pop5,c
1,33200,pop5,b
1,33200,pop8,c
1,33200,pop9,a
1,33200,pop10,c
1,33200,pop10,b
1,33300,pop1,c
1,33300,pop1,a
1,33300,pop3,b
1,33300,pop3,a
1,33300,pop4,b
1,33300,pop4,a
1,33300,pop4,c
1,33300,pop5,b
1,33300,pop5,c
1,33300,pop8,c
1,33300,pop9,a
1,33300,pop10,c
1,33300,pop10,b
1,33400,pop1,c
1,33400,pop1,a
1,33400,pop3,b
1,33400,pop3,a
1,33400,pop4,a
1,33400,pop4,c
1,33400,pop4,b
1,33400,pop5,c
1,33400,pop5,b
1,33400,pop8,c
1,33400,pop9,a
1,33400,pop10,b
1,33400,pop10,c
1,33500,pop1,c
1,33500,pop1,a
1,33500,pop3,b
1,33500,pop3,a
1,33500,pop4,c
1,33500,pop4,b
1,33500,pop4,a
1,33500,pop5,c
1,33500,pop5,b
1,33500,pop8,c
1,33500,pop9,a
1,33500,pop10,b
1,33500,pop10,c
1,33600,pop1,a
1,33600,pop1,c
1,33600,pop3,b
1,33600,pop3,a
1,33600,pop4,b
1,33600,pop4,c
1,33600,pop4,a
1,33600,pop5,b
1,33600,pop5,c
1,33600,pop8,c
1,33600,pop9,a
1,33600,pop10,b
1,33600,pop10,c
1,33700,pop1,a
1,33700,pop1,c
1,33700,pop3,a
1,33700,pop3,b
1,33700,pop4,b
1,33700,pop4,a
1,33700,pop4,c
1,33700,pop5,b
1,33700,pop5,c
1,33700,pop8,c
1,33700,pop9,a
1,33700,pop10,b
1,33700,pop10,c
1,33800,pop1,c
1,33800,pop1,a
1,33800,pop3,a
1,33800,pop3,b
1,33800,pop4,b
1,33800,pop4,a
1,33800,pop4,c
1,33800,pop5,b
1,33800,pop5,c
1,33800,pop8,c
1,33800,pop9,a
1,33800,pop10,c
1,33800,pop10,b
1,33900,pop1,c
1,33900,pop1,a
1,33900,pop3,b
1,33900,pop3,a
1,33900,pop4,b
1,33900,pop4,a
1,33900,pop4,c
1,33900,pop5,c
1,33900,pop5,b
1,33900,pop8,c
1,33900,pop9,a
1,33900,pop10,b
1,33900,pop10,c
1,34000,pop1,a
1,34000,pop1,c
1,34000,pop3,a
1,34000,pop3,b
1,34000,pop4,a
1,34000,pop4,c
1,34000,pop4,b
1,34000,pop5,c
1,34000,pop5,b
1,34000,pop8,c
1,34000,pop9,a
1,34000,pop10,b
1,34000,pop10,c
1,34100,pop1,a
1,34100,pop1,c
1,34100,pop3,b
1,34100,pop3,a
1,34100,pop4,a
1,34100,pop4,b
1,34100,pop4,c
1,34100,pop5,b
1,34100,pop5,c
1,34100,pop8,c
1,34100,pop9,a
1,34100,pop10,b
1,34100,pop10,c
1,34200,pop1,a
1,34200,pop1,c
1,34200,pop3,b
1,34200,pop3,a
1,34200,pop4,a
1,34200,pop4,b
1,34200,pop4,c
1,34200,pop5,b
1,34200,pop5,c
1,34200,pop8,c
1,34200,pop9,a
1,34200,pop10,b
1,34200,pop10,c
1,34300,pop1,c
1,34300,pop1,a
1,34300,pop3,a
1,34300,pop3,b
1,34300,pop4,b
1,34300,pop4,c
1,34300,pop4,a
1,34300,pop5,c
1,34300,pop5,b
1,34300,pop8,c
1,34300,pop9,a
1,34300,pop10,b
1,34300,pop10,c
1,34400,pop1,a
1,34400,pop1,c
1,34400,pop3,a
1,34400,pop3,b
1,34400,pop4,a
1,34400,pop4,c
1,34400,pop4,b
1,34400,pop5,c
1,34400,pop5,b
1,34400,pop8,c
1,34400,pop9,a
1,34400,pop10,b
1,34400,pop10,c
1,34500,pop1,a
1,34500,pop1,c
1,34500,pop3,b
1,34500,pop3,a
1,34500,pop4,c
1,34500,pop4,b
1,34500,pop4,a
1,34500,pop5,b
1,34500,pop5,c
1,34500,pop8,c
1,34500,pop9,a
1,34500,pop10,b
1,34500,pop10,c
1,34600,pop1,a
1,34600,pop1,c
1,34600,pop3,a
1,34600,pop3,b
1,34600,pop4,c
1,34600,pop4,b
1,34600,pop4,a
1,34600,pop5,b
1,34600,pop5,c
1,34600,pop8,c
1,34600,pop9,a
1,34600,pop10,b
1,34600,pop10,c
1,34700,pop1,a
1,34700,pop1,c
1,34700,pop3,a
1,34700,pop3,b
1,34700,pop4,c
1,34700,pop4,a
1,34700,pop4,b
1,34700,pop5,b
1,34700,pop5,c
1,34700,pop8,c
1,34700,pop9,a
1,34700,pop10,b
1,34700,pop10,c
1,34800,pop1,a
1,34800,pop1,c
1,34800,pop3,a
1,34800,pop3,b
1,34800,pop4,c
1,34800,pop4,b
1,34800,pop4,a
1,34800,pop5,c
1,34800,pop5,b
1,34800,pop8,c
1,34800,pop9,a
1,34800,pop10,b
1,34800,pop10,c
1,34900,pop1,c
1,34900,pop1,a
1,34900,pop3,a
1,34900,pop3,b
1,34900,pop4,a
1,34900,pop4,c
1,34900,pop4,b
1,34900,pop5,b
1,34900,pop5,c
1,34900,pop8,c
1,34900,pop9,a
1,34900,pop10,b
1,34900,pop10,c
1,35000,pop1,c
1,35000,pop1,a
1,35000,pop3,a
1,35000,pop3,b
1,35000,pop4,a
1,35000,pop4,c
1,35000,pop4,b
1,35000,pop5,c
1,35000,pop5,b
1,35000,pop8,c
1,35000,pop9,a
1,35000,pop10,b
1,35000,pop10,c
1,35100,pop1,c
1,35100,pop1,a
1,35100,pop3,a
1,35100,pop3,b
1,35100,pop4,a
1,35100,pop4,c
1,35100,pop4,b
1,35100,pop5,c
1,35100,pop5,b
1,35100,pop8,c
1,35100,pop9,a
1,35100,pop10,b
1,35100,pop10,c
1,35200,pop1,c
1,35200,pop1,a
1,35200,pop3,a
1,35200,pop3,b
1,35200,pop4,a
1,35200,pop4,b
1,35200,pop4,c
1,35200,pop5,b
1,35200,pop5,c
1,35200,pop8,c
1,35200,pop9,a
1,35200,pop10,b
1,35200,pop10,c
1,35300,pop1,c
1,35300,pop1,a
1,35300,pop3,a
1,35300,pop3,b
1,35300,pop4,b
1,35300,pop4,c
1,35300,pop4,a
1,35300,pop5,c
1,35300,pop5,b
1,35300,pop8,c
1,35300,pop9,a
1,35300,pop10,b
1,35300,pop10,c
1,35400,pop1,a
1,35400,pop1,c
1,35400,pop3,a
1,35400,pop3,b
1,35400,pop4,c
1,35400,pop4,b
1,35400,pop4,a
1,35400,pop5,b
1,35400,pop5,c
1,35400,pop8,c
1,35400,pop9,a
1,35400,pop10,b
1,35400,pop10,c
1,35500,pop1,a
1,35500,pop1,c
1,35500,pop3,a
1,35500,pop3,b
1,35500,pop4,c
1,35500,pop4,b
1,35500,pop4,a
1,35500,pop5,b
1,35500,pop5,c
1,35500,pop8,c
1,35500,pop9,a
1,35500,pop10,b
1,35500,pop10,c
1,35600,pop1,a
1,35600,pop1,c
1,35600,pop3,a
1,35600,pop3,b
1,35600,pop4,b
1,35600,pop4,c
1,35600,pop4,a
1,35600,pop5,b
1,35600,pop5,c
1,35600,pop8,c
1,35600,pop9,a
1,35600,pop10,b
1,35600,pop10,c
1,35700,pop1,a
1,35700,pop1,c
1,35700,pop3,b
1,35700,pop3,a
1,35700,pop4,c
1,35700,pop4,b
1,35700,pop4,a
1,35700,pop5,b
1,35700,pop5,c
1,35700,pop8,c
1,35700,pop9,a
1,35700,pop10,b
1,35700,pop10,c
1,35800,pop1,a
1,35800,pop1,c
1,35800,pop3,a
1,35800,pop3,b
1,35800,pop4,c
1,35800,pop4,b
1,35800,pop4,a
1,35800,pop5,b
1,35800,pop5,c
1,35800,pop8,c
1,35800,pop9,a
1,35800,pop10,b
